Date,High,Low,Open,Close,Volume,Adj Close
2022-01-03,29.219999313354492,28.530000686645508,28.540000915527344,29.09000015258789,52704700.0,19.430082321166992
2022-01-04,29.399999618530273,28.90999984741211,29.15999984741211,29.200000762939453,51739200.0,19.503555297851562
2022-01-05,29.270000457763672,27.940000534057617,29.190000534057617,28.06999969482422,78459800.0,18.748790740966797
2022-01-06,28.649999618530273,27.84000015258789,28.290000915527344,28.049999237060547,61163100.0,18.735435485839844
2022-01-07,28.290000915527344,27.81999969482422,28.110000610351562,28.18000030517578,47507600.0,18.822265625
2022-01-10,28.239999771118164,27.719999313354492,27.989999771118164,28.010000228881836,37455200.0,18.708717346191406
2022-01-11,29.06999969482422,27.850000381469727,28.100000381469727,28.84000015258789,73623800.0,19.263099670410156
2022-01-12,29.90999984741211,28.950000762939453,28.950000762939453,29.719999313354492,81378200.0,19.85087776184082
2022-01-13,30.6299991607666,29.5,29.530000686645508,30.31999969482422,76717500.0,20.251636505126953
2022-01-14,31.600000381469727,30.239999771118164,30.280000686645508,31.450000762939453,96458800.0,21.006397247314453
2022-01-17,31.809999465942383,31.25,31.399999618530273,31.5,35675900.0,21.039793014526367
2022-01-18,31.979999542236328,30.969999313354492,31.559999465942383,31.639999389648438,78198800.0,21.133302688598633
2022-01-19,32.209999084472656,31.440000534057617,31.899999618530273,31.489999771118164,77480200.0,21.033113479614258
2022-01-20,32.0,31.110000610351562,31.5,31.719999313354492,85353100.0,21.186735153198242
2022-01-21,31.8799991607666,31.530000686645508,31.56999969482422,31.770000457763672,61345400.0,21.220134735107422
2022-01-24,32.25,31.040000915527344,31.690000534057617,31.950000762939453,79117100.0,21.340362548828125
2022-01-25,33.22999954223633,31.579999923706055,31.700000762939453,32.9900016784668,98358500.0,22.035009384155273
2022-01-26,34.27000045776367,33.29999923706055,33.29999923706055,33.869998931884766,98679900.0,22.622785568237305
2022-01-27,34.63999938964844,33.16999816894531,34.25,33.880001068115234,90631000.0,22.629467010498047
2022-01-28,34.349998474121094,32.220001220703125,33.79999923706055,32.540000915527344,117400500.0,21.73444175720215
2022-01-31,33.0,32.06999969482422,32.5,32.349998474121094,62450300.0,21.607532501220703
2022-02-01,33.31999969482422,31.950000762939453,32.349998474121094,33.0,57315200.0,22.04168701171875
2022-02-02,33.4900016784668,32.36000061035156,33.40999984741211,32.52000045776367,36271700.0,21.721080780029297
